time,X,Y,Vx,Vy,Ax,Ay
1.9404271,-599.9999,-425.8259,7.203496E-05,-13.3094,3.712325E-05,2.153117E-10
1.9404271,3.632994E+08,1699.542,-0.005856151,1082,-0.00301797,-1.750581E-08
1.9404271,3.57854E+07,6073.863,-0.603466,3336.309,-0.3109965,-5.601074E-05
1.9570971,-599.9999,-426.0478,7.26538E-05,-13.3094,3.712325E-05,2.171775E-10
1.9570971,3.632994E+08,1717.579,-0.00590646,1082,-0.00301797,-1.765749E-08
1.9570971,3.57854E+07,6129.479,-0.6086503,3336.309,-0.3109965,-5.649607E-05
1.9737671,-599.9999,-426.2696,7.327264E-05,-13.3094,3.712325E-05,2.190432E-10
1.9737671,3.632994E+08,1735.616,-0.00595677,1082,-0.00301797,-1.780917E-08
1.9737671,3.57854E+07,6185.096,-0.6138346,3336.309,-0.3109965,-5.69814E-05
1.9904371,-599.9999,-426.4915,7.389148E-05,-13.3094,3.712325E-05,2.20909E-10
1.9904371,3.632994E+08,1753.653,-0.00600708,1082,-0.00301797,-1.796085E-08
1.9904371,3.57854E+07,6240.712,-0.6190189,3336.309,-0.3109965,-5.746674E-05
2.0071071,-599.9999,-426.7133,7.451032E-05,-13.3094,3.712325E-05,2.227747E-10
2.0071071,3.632994E+08,1771.69,-0.006057389,1082,-0.00301797,-1.811252E-08
2.0071071,3.57854E+07,6296.328,-0.6242032,3336.309,-0.3109965,-5.795207E-05
2.0240759,-599.9999,-426.9392,7.514026E-05,-13.3094,3.712325E-05,2.246405E-10
2.0240759,3.632994E+08,1790.051,-0.0061086,1082,-0.00301797,-1.826423E-08
2.0240759,3.57854E+07,6352.941,-0.6294804,3336.309,-0.3109965,-5.843744E-05
2.0407968,-599.9999,-427.1617,7.5761E-05,-13.3094,3.712325E-05,2.265397E-10
2.0407968,3.632994E+08,1808.143,-0.006159063,1082,-0.00301797,-1.84186E-08
2.0407968,3.57854E+07,6408.728,-0.6346806,3336.309,-0.3109965,-5.893145E-05
2.0579121,-599.9999,-427.3895,7.639637E-05,-13.3094,3.712325E-05,2.284111E-10
2.0579121,3.632994E+08,1826.661,-0.006210717,1082,-0.00301797,-1.857079E-08
2.0579121,3.57854E+07,6465.83,-0.6400034,3336.309,-0.3109965,-5.941832E-05
2.0921567,-599.9999,-427.8453,7.766764E-05,-13.3094,3.712325E-05,2.303267E-10
2.0921567,3.632994E+08,1863.714,-0.006314066,1082,-0.00301797,-1.872841E-08
2.0921567,3.57854E+07,6580.08,-0.6506534,3336.309,-0.3109965,-5.991859E-05
2.1090049,-599.9999,-428.0695,7.82931E-05,-13.3094,3.712325E-05,2.341594E-10
2.1090049,3.632994E+08,1881.944,-0.006364914,1082,-0.00301797,-1.903808E-08
2.1090049,3.57854E+07,6636.291,-0.6558931,3336.309,-0.3109965,-6.091359E-05
2.126008,-599.9999,-428.2958,7.892431E-05,-13.3094,3.712325E-05,2.360451E-10
2.126008,3.632994E+08,1900.341,-0.006416229,1082,-0.00301797,-1.919139E-08
2.126008,3.57854E+07,6693.019,-0.661181,3336.309,-0.3109965,-6.140413E-05
2.1433328,-599.9999,-428.5264,7.956746E-05,-13.3094,3.712325E-05,2.379482E-10
2.1433328,3.632994E+08,1919.087,-0.006468514,1082,-0.00301797,-1.934614E-08
2.1433328,3.57854E+07,6750.819,-0.6665689,3336.309,-0.3109965,-6.189921E-05
2.1604319,-599.9999,-428.754,8.020224E-05,-13.3094,3.712325E-05,2.398872E-10
2.1604319,3.632994E+08,1937.588,-0.006520119,1082,-0.00301797,-1.950375E-08
2.1604319,3.57854E+07,6807.867,-0.6718867,3336.309,-0.3109965,-6.240357E-05
2.1776927,-599.9999,-428.9837,8.084302E-05,-13.3094,3.712325E-05,2.41801E-10
2.1776927,3.632994E+08,1956.264,-0.006572212,1082,-0.00301797,-1.965935E-08
2.1776927,3.57854E+07,6865.455,-0.6772547,3336.309,-0.3109965,-6.290142E-05
2.1950929,-599.9999,-429.2153,8.148897E-05,-13.3094,3.712325E-05,2.437328E-10
2.1950929,3.632994E+08,1975.091,-0.006624725,1082,-0.00301797,-1.981642E-08
2.1950929,3.57854E+07,6923.507,-0.6826661,3336.309,-0.3109965,-6.340397E-05
2.2126943,-599.9999,-429.4496,8.21424E-05,-13.3094,3.712325E-05,2.456803E-10
2.2126943,3.632994E+08,1994.136,-0.006677845,1082,-0.00301797,-1.997476E-08
2.2126943,3.57854E+07,6982.23,-0.6881401,3336.309,-0.3109965,-6.391059E-05
2.2298852,-599.9999,-429.6783,8.278058E-05,-13.3094,3.712325E-05,2.476503E-10
2.2298852,3.632994E+08,2012.736,-0.006729727,1082,-0.00301797,-2.013487E-08
2.2298852,3.57854E+07,7039.584,-0.6934864,3336.309,-0.3109965,-6.442299E-05
2.2470326,-599.9999,-429.9066,8.341714E-05,-13.3094,3.712325E-05,2.495744E-10
2.2470326,3.632994E+08,2031.29,-0.006781477,1082,-0.00301797,-2.029128E-08
2.2470326,3.57854E+07,7096.793,-0.6988192,3336.309,-0.3109965,-6.492349E-05
2.2639279,-599.9999,-430.1314,8.404435E-05,-13.3094,3.712325E-05,2.514935E-10
2.2639279,3.632994E+08,2049.57,-0.006832466,1082,-0.00301797,-2.044727E-08
2.2639279,3.57854E+07,7153.162,-0.7040735,3336.309,-0.3109965,-6.542269E-05
2.2809629,-599.9999,-430.3581,8.467675E-05,-13.3094,3.712325E-05,2.533845E-10
2.2809629,3.632994E+08,2068.002,-0.006883878,1082,-0.00301797,-2.060101E-08
2.2809629,3.57854E+07,7209.996,-0.7093714,3336.309,-0.3109965,-6.59146E-05
2.2982886,-599.9999,-430.5887,8.531994E-05,-13.3094,3.712325E-05,2.552911E-10
2.2982886,3.632994E+08,2086.749,-0.006936166,1082,-0.00301797,-2.075605E-08
2.2982886,3.57854E+07,7267.799,-0.7147596,3336.309,-0.3109965,-6.64106E-05
2.3151808,-599.9999,-430.8135,8.594703E-05,-13.3094,3.712325E-05,2.572302E-10
2.3151808,3.632994E+08,2105.026,-0.006987147,1082,-0.00301797,-2.091364E-08
2.3151808,3.57854E+07,7324.157,-0.7200131,3336.309,-0.3109965,-6.691497E-05
2.3324718,-599.9999,-431.0437,8.658893E-05,-13.3094,3.712325E-05,2.591208E-10
2.3324718,3.632994E+08,2123.735,-0.00703933,1082,-0.00301797,-2.106738E-08
2.3324718,3.57854E+07,7381.845,-0.7253905,3336.309,-0.3109965,-6.740682E-05
2.349617,-599.9999,-431.2719,8.722542E-05,-13.3094,3.712325E-05,2.610561E-10
2.349617,3.632994E+08,2142.286,-0.007091074,1082,-0.00301797,-2.12247E-08
2.349617,3.57854E+07,7439.046,-0.7307226,3336.309,-0.3109965,-6.791022E-05
2.3666262,-599.9999,-431.4982,8.785685E-05,-13.3094,3.712325E-05,2.62975E-10
2.3666262,3.632994E+08,2160.69,-0.007142407,1082,-0.00301797,-2.138068E-08
2.3666262,3.57854E+07,7495.794,-0.7360124,3336.309,-0.3109965,-6.840937E-05
2.3837233,-599.9999,-431.7258,8.849155E-05,-13.3094,3.712325E-05,2.648788E-10
2.3837233,3.632994E+08,2179.189,-0.007194006,1082,-0.00301797,-2.153546E-08
2.3837233,3.57854E+07,7552.835,-0.7413296,3336.309,-0.3109965,-6.890459E-05
2.4007771,-599.9999,-431.9528,8.912465E-05,-13.3094,3.712325E-05,2.667923E-10
2.4007771,3.632994E+08,2197.641,-0.007245474,1082,-0.00301797,-2.169102E-08
2.4007771,3.57854E+07,7609.732,-0.7466332,3336.309,-0.3109965,-6.940235E-05
2.4177154,-599.9999,-432.1782,8.975345E-05,-13.3094,3.712325E-05,2.68701E-10
2.4177154,3.632994E+08,2215.968,-0.007296593,1082,-0.00301797,-2.184617E-08
2.4177154,3.57854E+07,7666.244,-0.751901,3336.309,-0.3109965,-6.989885E-05
2.4347552,-599.9999,-432.405,9.038602E-05,-13.3094,3.712325E-05,2.705968E-10
2.4347552,3.632994E+08,2234.405,-0.007348019,1082,-0.00301797,-2.20003E-08
2.4347552,3.57854E+07,7723.094,-0.7572003,3336.309,-0.3109965,-7.039201E-05
2.4518685,-599.9999,-432.6327,9.102132E-05,-13.3094,3.712325E-05,2.725039E-10
2.4518685,3.632994E+08,2252.922,-0.007399666,1082,-0.00301797,-2.215535E-08
2.4518685,3.57854E+07,7780.189,-0.7625225,3336.309,-0.3109965,-7.088812E-05
2.4688678,-599.9999,-432.859,9.165239E-05,-13.3094,3.712325E-05,2.744193E-10
2.4688678,3.632994E+08,2271.315,-0.007450969,1082,-0.00301797,-2.231105E-08
2.4688678,3.57854E+07,7836.904,-0.7678092,3336.309,-0.3109965,-7.138635E-05
2.4858568,-599.9999,-433.0851,9.228307E-05,-13.3094,3.712325E-05,2.763219E-10
2.4858568,3.632994E+08,2289.697,-0.007502242,1082,-0.00301797,-2.246573E-08
2.4858568,3.57854E+07,7893.584,-0.7730927,3336.309,-0.3109965,-7.188127E-05
2.5028759,-599.9999,-433.3116,9.291488E-05,-13.3094,3.712325E-05,2.782233E-10
2.5028759,3.632994E+08,2308.112,-0.007553604,1082,-0.00301797,-2.262031E-08
2.5028759,3.57854E+07,7950.365,-0.7783856,3336.309,-0.3109965,-7.23759E-05
2.5197585,-599.9999,-433.5363,9.354162E-05,-13.3094,3.712325E-05,2.801281E-10
2.5197585,3.632994E+08,2326.379,-0.007604556,1082,-0.00301797,-2.277515E-08
2.5197585,3.57854E+07,8006.691,-0.783636,3336.309,-0.3109965,-7.287138E-05
2.5364285,-599.9999,-433.7581,9.416046E-05,-13.3094,3.712325E-05,2.820177E-10
2.5364285,3.632994E+08,2344.416,-0.007654865,1082,-0.00301797,-2.292873E-08
2.5364285,3.57854E+07,8062.307,-0.7888203,3336.309,-0.3109965,-7.336288E-05
2.5530985,-599.9999,-433.98,9.47793E-05,-13.3094,3.712325E-05,2.838834E-10
2.5530985,3.632994E+08,2362.453,-0.007705175,1082,-0.00301797,-2.308041E-08
2.5530985,3.57854E+07,8117.923,-0.7940046,3336.309,-0.3109965,-7.384821E-05
2.5697685,-599.9999,-434.2019,9.539814E-05,-13.3094,3.712325E-05,2.857491E-10
2.5697685,3.632994E+08,2380.49,-0.007755484,1082,-0.00301797,-2.323209E-08
2.5697685,3.57854E+07,8173.54,-0.7991889,3336.309,-0.3109965,-7.433354E-05
2.5864847,-599.9999,-434.4243,9.60187E-05,-13.3094,3.712325E-05,2.876149E-10
2.5864847,3.632994E+08,2398.576,-0.007805933,1082,-0.00301797,-2.338377E-08
2.5864847,3.57854E+07,8229.31,-0.8043876,3336.309,-0.3109965,-7.481889E-05
2.6031547,-599.9999,-434.6462,9.663754E-05,-13.3094,3.712325E-05,2.894858E-10
2.6031547,3.632994E+08,2416.613,-0.007856242,1082,-0.00301797,-2.353586E-08
2.6031547,3.57854E+07,8284.926,-0.8095719,3336.309,-0.3109965,-7.530556E-05
2.6200974,-599.9999,-434.8717,9.726651E-05,-13.3094,3.712325E-05,2.913516E-10
2.6200974,3.632994E+08,2434.945,-0.007907375,1082,-0.00301797,-2.368757E-08
2.6200974,3.57854E+07,8341.452,-0.814841,3336.309,-0.3109965,-7.579092E-05
2.6367674,-599.9999,-435.0936,9.788536E-05,-13.3094,3.712325E-05,2.932478E-10
2.6367674,3.632994E+08,2452.982,-0.007957684,1082,-0.00301797,-2.38417E-08
2.6367674,3.57854E+07,8397.068,-0.8200253,3336.309,-0.3109965,-7.628417E-05
2.6534374,-599.9999,-435.3154,9.85042E-05,-13.3094,3.712325E-05,2.951135E-10
2.6534374,3.632994E+08,2471.019,-0.008007993,1082,-0.00301797,-2.399338E-08
2.6534374,3.57854E+07,8452.685,-0.8252096,3336.309,-0.3109965,-7.676951E-05
2.6701074,-599.9999,-435.5373,9.912304E-05,-13.3094,3.712325E-05,2.969793E-10
2.6701074,3.632994E+08,2489.056,-0.008058302,1082,-0.00301797,-2.414506E-08
2.6701074,3.57854E+07,8508.301,-0.8303939,3336.309,-0.3109965,-7.725483E-05
2.6867774,-599.9999,-435.7592,9.974188E-05,-13.3094,3.712325E-05,2.98845E-10
2.6867774,3.632994E+08,2507.093,-0.008108611,1082,-0.00301797,-2.429673E-08
2.6867774,3.57854E+07,8563.917,-0.8355781,3336.309,-0.3109965,-7.774017E-05
2.7042317,-599.9999,-435.9915,0.0001003898,-13.3094,3.712325E-05,3.007108E-10
2.7042317,3.632994E+08,2525.978,-0.008161288,1082,-0.00301797,-2.44485E-08
2.7042317,3.57854E+07,8622.15,-0.8410064,3336.309,-0.3109965,-7.82256E-05
2.7213274,-599.9999,-436.219,0.0001010245,-13.3094,3.712325E-05,3.026643E-10
2.7213274,3.632994E+08,2544.476,-0.008212882,1082,-0.00301797,-2.460727E-08
2.7213274,3.57854E+07,8679.187,-0.8463231,3336.309,-0.3109965,-7.873373E-05
2.7382608,-599.9999,-436.4444,0.0001016531,-13.3094,3.712325E-05,3.045777E-10
2.7382608,3.632994E+08,2562.798,-0.008263987,1082,-0.00301797,-2.47628E-08
2.7382608,3.57854E+07,8735.682,-0.8515893,3336.309,-0.3109965,-7.923143E-05
2.7550706,-599.9999,-436.6681,0.0001022771,-13.3094,3.712325E-05,3.064729E-10
2.7550706,3.632994E+08,2580.986,-0.008314718,1082,-0.00301797,-2.491686E-08
2.7550706,3.57854E+07,8791.765,-0.8568171,3336.309,-0.3109965,-7.972443E-05
2.7729292,-599.9999,-436.9058,0.0001029401,-13.3094,3.712325E-05,3.083543E-10
2.7729292,3.632994E+08,2600.309,-0.008368614,1082,-0.00301797,-2.506993E-08
2.7729292,3.57854E+07,8851.347,-0.8623711,3336.309,-0.3109965,-8.021396E-05
2.7900322,-599.9999,-437.1334,0.000103575,-13.3094,3.712325E-05,3.103531E-10
2.7900322,3.632994E+08,2618.814,-0.008420231,1082,-0.00301797,-2.523234E-08
2.7900322,3.57854E+07,8908.407,-0.8676901,3336.309,-0.3109965,-8.073381E-05
2.8072359,-599.9999,-437.3624,0.0001042137,-13.3094,3.712325E-05,3.122673E-10
2.8072359,3.632994E+08,2637.429,-0.008472151,1082,-0.00301797,-2.538797E-08
2.8072359,3.57854E+07,8965.804,-0.8730404,3336.309,-0.3109965,-8.123176E-05
2.8243891,-599.9999,-437.5907,0.0001048505,-13.3094,3.712325E-05,3.141928E-10
2.8243891,3.632994E+08,2655.989,-0.008523919,1082,-0.00301797,-2.55445E-08
2.8243891,3.57854E+07,9023.032,-0.8783749,3336.309,-0.3109965,-8.173263E-05
2.841478,-599.9999,-437.8181,0.0001054849,-13.3094,3.712325E-05,3.161126E-10
2.841478,3.632994E+08,2674.479,-0.008575493,1082,-0.00301797,-2.570057E-08
2.841478,3.57854E+07,9080.046,-0.8836895,3336.309,-0.3109965,-8.223203E-05
2.8589702,-599.9999,-438.051,0.0001061342,-13.3094,3.712325E-05,3.180253E-10
2.8589702,3.632994E+08,2693.406,-0.008628284,1082,-0.00301797,-2.58561E-08
2.8589702,3.57854E+07,9138.405,-0.8891295,3336.309,-0.3109965,-8.27296E-05
2.8760149,-599.9999,-438.2778,0.000106767,-13.3094,3.712325E-05,3.19983E-10
2.8760149,3.632994E+08,2711.848,-0.008679724,1082,-0.00301797,-2.601521E-08
2.8760149,3.57854E+07,9195.271,-0.8944303,3336.309,-0.3109965,-8.323883E-05
2.8935004,-599.9999,-438.5106,0.0001074161,-13.3094,3.712325E-05,3.218907E-10
2.8935004,3.632994E+08,2730.767,-0.008732495,1082,-0.00301797,-2.617034E-08
2.8935004,3.57854E+07,9253.608,-0.8998682,3336.309,-0.3109965,-8.373512E-05
2.9104785,-599.9999,-438.7365,0.0001080464,-13.3094,3.712325E-05,3.238477E-10
2.9104785,3.632994E+08,2749.137,-0.008783734,1082,-0.00301797,-2.632938E-08
2.9104785,3.57854E+07,9310.253,-0.9051484,3336.309,-0.3109965,-8.424413E-05
2.9274658,-599.9999,-438.9626,0.000108677,-13.3094,3.712325E-05,3.25748E-10
2.9274658,3.632994E+08,2767.518,-0.008835002,1082,-0.00301797,-2.648387E-08
2.9274658,3.57854E+07,9366.928,-0.9104314,3336.309,-0.3109965,-8.473844E-05
2.9444204,-599.9999,-439.1883,0.0001093064,-13.3094,3.712325E-05,3.276492E-10
2.9444204,3.632994E+08,2785.863,-0.008886171,1082,-0.00301797,-2.663843E-08
2.9444204,3.57854E+07,9423.493,-0.9157042,3336.309,-0.3109965,-8.523301E-05
2.9610904,-599.9999,-439.4102,0.0001099253,-13.3094,3.712325E-05,3.295469E-10
2.9610904,3.632994E+08,2803.9,-0.00893648,1082,-0.00301797,-2.679267E-08
2.9610904,3.57854E+07,9479.109,-0.9208885,3336.309,-0.3109965,-8.57266E-05
2.9777739,-599.9999,-439.6322,0.0001105446,-13.3094,3.712325E-05,3.314126E-10
2.9777739,3.632994E+08,2821.951,-0.00898683,1082,-0.00301797,-2.694434E-08
2.9777739,3.57854E+07,9534.771,-0.926077,3336.309,-0.3109965,-8.621193E-05
2.994582,-599.9999,-439.8559,0.0001111686,-13.3094,3.712325E-05,3.332799E-10
2.994582,3.632994E+08,2840.137,-0.009037556,1082,-0.00301797,-2.709616E-08
2.994582,3.57854E+07,9590.848,-0.9313043,3336.309,-0.3109965,-8.669766E-05
3.0115803,-599.9999,-440.0821,0.0001117996,-13.3094,3.712325E-05,3.351611E-10
3.0115803,3.632994E+08,2858.53,-0.009088856,1082,-0.00301797,-2.724911E-08
3.0115803,3.57854E+07,9647.56,-0.9365907,3336.309,-0.3109965,-8.718705E-05
3.0286067,-599.9999,-440.3087,0.0001124317,-13.3094,3.712325E-05,3.370635E-10
3.0286067,3.632994E+08,2876.952,-0.009140241,1082,-0.00301797,-2.740378E-08
3.0286067,3.57854E+07,9704.365,-0.9418858,3336.309,-0.3109965,-8.768195E-05
3.0455264,-599.9999,-440.5339,0.0001130598,-13.3094,3.712325E-05,3.389692E-10
3.0455264,3.632994E+08,2895.259,-0.009191304,1082,-0.00301797,-2.755869E-08
3.0455264,3.57854E+07,9760.814,-0.9471478,3336.309,-0.3109965,-8.817766E-05
3.0624737,-599.9999,-440.7595,0.0001136889,-13.3094,3.712325E-05,3.408629E-10
3.0624737,3.632994E+08,2913.596,-0.009242451,1082,-0.00301797,-2.771264E-08
3.0624737,3.57854E+07,9817.355,-0.9524183,3336.309,-0.3109965,-8.867026E-05
3.0794653,-599.9999,-440.9856,0.0001143197,-13.3094,3.712325E-05,3.427597E-10
3.0794653,3.632994E+08,2931.981,-0.009293731,1082,-0.00301797,-2.786685E-08
3.0794653,3.57854E+07,9874.045,-0.9577026,3336.309,-0.3109965,-8.916367E-05
3.1136733,-599.9999,-441.4409,0.0001155896,-13.3094,3.712325E-05,3.446614E-10
3.1136733,3.632994E+08,2968.994,-0.00939697,1082,-0.00301797,-2.802336E-08
3.1136733,3.57854E+07,9988.174,-0.9683412,3336.309,-0.3109965,-8.966036E-05
3.1306532,-599.9999,-441.6669,0.00011622,-13.3094,3.712325E-05,3.4849E-10
3.1306532,3.632994E+08,2987.366,-0.009448215,1082,-0.00301797,-2.833271E-08
3.1306532,3.57854E+07,10044.82,-0.9736219,3336.309,-0.3109965,-9.065431E-05
3.1475123,-599.9999,-441.8913,0.0001168458,-13.3094,3.712325E-05,3.503905E-10
3.1475123,3.632994E+08,3005.608,-0.009499095,1082,-0.00301797,-2.848719E-08
3.1475123,3.57854E+07,10101.07,-0.978865,3336.309,-0.3109965,-9.114866E-05
3.1645288,-599.9999,-442.1178,0.0001174775,-13.3094,3.712325E-05,3.522774E-10
3.1645288,3.632994E+08,3024.02,-0.00955045,1082,-0.00301797,-2.86406E-08
3.1645288,3.57854E+07,10157.84,-0.9841571,3336.309,-0.3109965,-9.163952E-05
3.1816357,-599.9999,-442.3455,0.0001181126,-13.3094,3.712325E-05,3.541819E-10
3.1816357,3.632994E+08,3042.53,-0.009602078,1082,-0.00301797,-2.879544E-08
3.1816357,3.57854E+07,10214.92,-0.9894773,3336.309,-0.3109965,-9.213495E-05
3.1987995,-599.9999,-442.5739,0.0001187498,-13.3094,3.712325E-05,3.560966E-10
3.1987995,3.632994E+08,3061.101,-0.009653878,1082,-0.00301797,-2.89511E-08
3.1987995,3.57854E+07,10272.18,-0.9948152,3336.309,-0.3109965,-9.263302E-05
3.2162758,-599.9999,-442.8065,0.0001193986,-13.3094,3.712325E-05,3.580176E-10
3.2162758,3.632994E+08,3080.01,-0.009706621,1082,-0.00301797,-2.910731E-08
3.2162758,3.57854E+07,10330.49,-1.00025,3336.309,-0.3109965,-9.313277E-05
3.2331868,-599.9999,-443.0316,0.0001200264,-13.3094,3.712325E-05,3.599736E-10
3.2331868,3.632994E+08,3098.308,-0.009757658,1082,-0.00301797,-2.926626E-08
3.2331868,3.57854E+07,10386.91,-1.005509,3336.309,-0.3109965,-9.364151E-05
3.2499609,-599.9999,-443.2549,0.0001206491,-13.3094,3.712325E-05,3.618663E-10
3.2499609,3.632994E+08,3116.458,-0.009808281,1082,-0.00301797,-2.942012E-08
3.2499609,3.57854E+07,10442.87,-1.010726,3336.309,-0.3109965,-9.413384E-05
3.2667209,-599.9999,-443.4779,0.0001212712,-13.3094,3.712325E-05,3.637437E-10
3.2667209,3.632994E+08,3134.592,-0.009858862,1082,-0.00301797,-2.957274E-08
3.2667209,3.57854E+07,10498.79,-1.015939,3336.309,-0.3109965,-9.462221E-05
3.2833909,-599.9999,-443.6998,0.0001218901,-13.3094,3.712325E-05,3.656195E-10
3.2833909,3.632994E+08,3152.629,-0.009909172,1082,-0.00301797,-2.972523E-08
3.2833909,3.57854E+07,10554.41,-1.021123,3336.309,-0.3109965,-9.511016E-05
3.3002545,-599.9999,-443.9242,0.0001225161,-13.3094,3.712325E-05,3.674853E-10
3.3002545,3.632994E+08,3170.875,-0.009960066,1082,-0.00301797,-2.987693E-08
3.3002545,3.57854E+07,10610.67,-1.026367,3336.309,-0.3109965,-9.559552E-05
3.3171606,-599.9999,-444.1492,0.0001231437,-13.3094,3.712325E-05,3.693727E-10
3.3171606,3.632994E+08,3189.167,-0.01001109,1082,-0.00301797,-3.003037E-08
3.3171606,3.57854E+07,10667.07,-1.031625,3336.309,-0.3109965,-9.608649E-05
3.3340486,-599.9999,-444.374,0.0001237707,-13.3094,3.712325E-05,3.712649E-10
3.3340486,3.632994E+08,3207.44,-0.01006206,1082,-0.00301797,-3.018419E-08
3.3340486,3.57854E+07,10723.42,-1.036877,3336.309,-0.3109965,-9.65787E-05
3.3507208,-599.9999,-444.5959,0.0001243896,-13.3094,3.712325E-05,3.73155E-10
3.3507208,3.632994E+08,3225.479,-0.01011237,1082,-0.00301797,-3.033783E-08
3.3507208,3.57854E+07,10779.04,-1.042062,3336.309,-0.3109965,-9.707035E-05
3.3673908,-599.9999,-444.8177,0.0001250084,-13.3094,3.712325E-05,3.75021E-10
3.3673908,3.632994E+08,3243.516,-0.01016268,1082,-0.00301797,-3.048953E-08
3.3673908,3.57854E+07,10834.66,-1.047246,3336.309,-0.3109965,-9.755575E-05
3.3842489,-599.9999,-445.0421,0.0001256343,-13.3094,3.712325E-05,3.768867E-10
3.3842489,3.632994E+08,3261.757,-0.01021356,1082,-0.00301797,-3.064123E-08
3.3842489,3.57854E+07,10890.9,-1.052489,3336.309,-0.3109965,-9.804111E-05
3.4009189,-599.9999,-445.264,0.0001262531,-13.3094,3.712325E-05,3.787735E-10
3.4009189,3.632994E+08,3279.794,-0.01026387,1082,-0.00301797,-3.07946E-08
3.4009189,3.57854E+07,10946.52,-1.057674,3336.309,-0.3109965,-9.853191E-05
3.4178161,-599.9999,-445.4889,0.0001268804,-13.3094,3.712325E-05,3.806392E-10
3.4178161,3.632994E+08,3298.076,-0.01031486,1082,-0.00301797,-3.09463E-08
3.4178161,3.57854E+07,11002.89,-1.062929,3336.309,-0.3109965,-9.901728E-05
3.4344861,-599.9999,-445.7107,0.0001274993,-13.3094,3.712325E-05,3.825304E-10
3.4344861,3.632994E+08,3316.113,-0.01036517,1082,-0.00301797,-3.110002E-08
3.4344861,3.57854E+07,11058.51,-1.068113,3336.309,-0.3109965,-9.950919E-05
3.4511561,-599.9999,-445.9326,0.0001281181,-13.3094,3.712325E-05,3.843962E-10
3.4511561,3.632994E+08,3334.15,-0.01041548,1082,-0.00301797,-3.125169E-08
3.4511561,3.57854E+07,11114.12,-1.073297,3336.309,-0.3109965,-9.999453E-05
3.4678261,-599.9999,-446.1544,0.000128737,-13.3094,3.712325E-05,3.862619E-10
3.4678261,3.632994E+08,3352.187,-0.01046579,1082,-0.00301797,-3.140337E-08
3.4678261,3.57854E+07,11169.74,-1.078481,3336.309,-0.3109965,-0.0001004799
3.4844961,-599.9999,-446.3763,0.0001293558,-13.3094,3.712325E-05,3.881277E-10
3.4844961,3.632994E+08,3370.224,-0.0105161,1082,-0.00301797,-3.155505E-08
3.4844961,3.57854E+07,11225.35,-1.083666,3336.309,-0.3109965,-0.0001009652
3.5011661,-599.9999,-446.5982,0.0001299747,-13.3094,3.712325E-05,3.899934E-10
3.5011661,3.632994E+08,3388.261,-0.01056641,1082,-0.00301797,-3.170672E-08
3.5011661,3.57854E+07,11280.97,-1.08885,3336.309,-0.3109965,-0.0001014505
3.5182819,-599.9999,-446.826,0.00013061,-13.3094,3.712325E-05,3.918591E-10
3.5182819,3.632994E+08,3406.78,-0.01061806,1082,-0.00301797,-3.185845E-08
3.5182819,3.57854E+07,11338.07,-1.094173,3336.309,-0.3109965,-0.0001019359
3.5351873,-599.9999,-447.051,0.0001312376,-13.3094,3.712325E-05,3.937748E-10
3.5351873,3.632994E+08,3425.072,-0.01066908,1082,-0.00301797,-3.201416E-08
3.5351873,3.57854E+07,11394.48,-1.09943,3336.309,-0.3109965,-0.0001024342
3.5520621,-599.9999,-447.2756,0.0001318641,-13.3094,3.712325E-05,3.956669E-10
3.5520621,3.632994E+08,3443.33,-0.01072001,1082,-0.00301797,-3.216798E-08
3.5520621,3.57854E+07,11450.78,-1.104678,3336.309,-0.3109965,-0.0001029264
3.5689908,-599.9999,-447.5009,0.0001324925,-13.3094,3.712325E-05,3.975555E-10
3.5689908,3.632994E+08,3461.647,-0.0107711,1082,-0.00301797,-3.232153E-08
3.5689908,3.57854E+07,11507.25,-1.109943,3336.309,-0.3109965,-0.0001034177
3.5857642,-599.9999,-447.7241,0.0001331152,-13.3094,3.712325E-05,3.994503E-10
3.5857642,3.632994E+08,3479.796,-0.01082172,1082,-0.00301797,-3.247554E-08
3.5857642,3.57854E+07,11563.22,-1.11516,3336.309,-0.3109965,-0.0001039105
3.6025197,-599.9999,-447.9471,0.0001337372,-13.3094,3.712325E-05,4.013276E-10
3.6025197,3.632994E+08,3497.926,-0.01087229,1082,-0.00301797,-3.262816E-08
3.6025197,3.57854E+07,11619.12,-1.120371,3336.309,-0.3109965,-0.0001043989
3.6194667,-599.9999,-448.1727,0.0001343663,-13.3094,3.712325E-05,4.032029E-10
3.6194667,3.632994E+08,3516.262,-0.01092344,1082,-0.00301797,-3.278063E-08
3.6194667,3.57854E+07,11675.66,-1.125641,3336.309,-0.3109965,-0.0001048867
3.6365291,-599.9999,-448.3997,0.0001349998,-13.3094,3.712325E-05,4.050996E-10
3.6365291,3.632994E+08,3534.724,-0.01097493,1082,-0.00301797,-3.293485E-08
3.6365291,3.57854E+07,11732.58,-1.130947,3336.309,-0.3109965,-0.0001053801
3.6534928,-599.9999,-448.6255,0.0001356295,-13.3094,3.712325E-05,4.070093E-10
3.6534928,3.632994E+08,3553.078,-0.01102613,1082,-0.00301797,-3.309008E-08
3.6534928,3.57854E+07,11789.18,-1.136223,3336.309,-0.3109965,-0.0001058769
3.6705621,-599.9999,-448.8527,0.0001362632,-13.3094,3.712325E-05,4.089079E-10
3.6705621,3.632994E+08,3571.547,-0.01107764,1082,-0.00301797,-3.324444E-08
